0,2
pb 4600289602,pb 6000.0046503.08.2
pb 4600289690,pb 0040.0047752.08.2
pb 4600289793,pb 0200.0047851.08.2
pb 4600289804,pb 6000.0045534.08.2
pb 4600289816,pb 2300.0042507.08.2
pb 4600289821,pb 2200.0046793.08.2
pb 4600289829,pb 0802.0046563.08.2
pb 4600289853,pb 2600.0041316.08.2
pb 4600289901,pb 2200.0046971.08.2
pb 4600289903,pb 2200.0046974.08.2
pb 4600290013,pb 1050.0046005.08.2
pb 4600290021,pb 2200.0046782.08.2
pb 4600290109,pb 6000.0046954.08.2
pb 4600290117,pb 2500.0046816.08.2
pb 4600290139,pb 1300.0046458.08.3
pb 4600290158,pb 0300.0046538.08.2
pb 4600290172,pb 6000.0047137.08.3
pb 4600290173,pb 6000.0047114.08.3
pb 4600290210,pb 6000.0046506.08.2
pb 4600290212,pb 6000.0046308.08.2
pb 4600290296,pb 1200.0044426.08.3
pb 4600290297,pb 2010.0048858.09.2
pb 4600290302,pb 1050.0048358.08.3
pb 4600290342,pb 6000.0046831.08.2
pb 4600290360,pb 1050.0046444.08.2
pb 4600290372,pb 0300.0046852.08.2
pb 4600290373,pb 7000.0046078.08.2
pb 4600290379,pb 0800.0046333.08.2
pb 4600290400,pb 6000.0047040.08.3
pb 4600290472,pb 0300.0045838.08.3
pb 4600290479,pb 6000.0046650.08.3
pb 4600290523,pb 6000.0047300.08.2
pb 4600290542,pb 2050.0046472.08.2
pb 4600291182,pb 0040.0048454.08.2
pb 4600291225,pb 2800.0045248.08.2
pb 4600291227,pb 0050.0031838.07.2
pb 4600291242,pb 0050.0044277.08.2
pb 4600291247,pb 0050.0046222.08.2
pb 4600291422,pb 6000.0046635.08.3
pb 4600291472,pb 1450.0042495.08.2
pb 4600291513,pb 2800.0046817.08.2
pb 4600291521,pb 6000.0046517.08.2
pb 4600291870,pb 0050.0044281.08.2
pb 4600291980,pb 6000.0049384.09.2
pb 4600292203,pb 2600.0045583.08.2
pb 4600292264,pb 2700.0046818.08.2
pb 4600292305,pb 6000.0047318.08.2
pb 4600292407,pb 7101.0049545.09.3
pb 4600292472,pb 6000.0046549.08.2
pb 4600292482,pb 1450.0046511.08.2
pb 4600292529,pb 0300.0046752.08.2
pb 4600292535,pb 1150.0046510.08.2
pb 4600292587,pb 2500.0045059.08.2
pb 4600292589,pb 2500.0045060.08.2
pb 4600292590,pb 2500.0045061.08.2
pb 4600292591,pb 2500.0045062.08.2
pb 4600292733,pb 0050.0045202.08.3
pb 4600292775,pb 1050.0049355.09.3
pb 4600292912,pb 7100.0050015.09.3
pb 4600292950,pb 6000.0046263.08.2
pb 4600293235,pb 6000.0047010.08.2
pb 4600293238,pb 6000.0046153.08.3
pb 4600294275,pb 2700.0046723.08.2
pb 4600294572,pb 2700.0045628.08.2
pb 4600295359,pb 0800.0046479.08.2
pb 4600296409,pb 2050.0051210.09.2
pb 4600296487,pb 2050.0045150.08.2
pb 4600296488,pb 2050.0045151.08.2
pb 4600297465,pb 1200.0049074.09.3
pb 4600297514,pb 0050.0046972.08.9
pb 4600297889,pb 0802.0045739.08.4
pb 4600299184,pb 0020.0053430.09.2
